Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display
8,1784017932795,14/07/2026 08:32:12,1784017932795,1,14/07/2026 09:32:12,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Female,,1816.5999999999985,2983.199999999997,2999.699999999997,1816.5999999999985,2983.199999999997,2999.699999999997,1,1183.0999999999985,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784017937951,14/07/2026 08:32:17,1784017937951,1,14/07/2026 09:32:17,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,5175.3999999046355,5168.5,5175.3999999046355,5175.3999999046355,5168.5,5175.3999999046355,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784017937960,14/07/2026 08:32:17,1784017937960,1,14/07/2026 09:32:17,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,4100.600000000006,5168.5,5184.8999999046355,4100.600000000006,5168.5,5184.8999999046355,1,1084.2999999046297,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784017941564,14/07/2026 08:32:21,1784017941564,1,14/07/2026 09:32:21,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,3620.3999999046355,3615.600000000006,3620.3999999046355,3620.3999999046355,3615.600000000006,3620.3999999046355,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784017941565,14/07/2026 08:32:21,1784017941565,1,14/07/2026 09:32:21,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,2682.100000000006,3615.600000000006,3621.7000000953703,2682.100000000006,3615.600000000006,3621.7000000953703,1,939.6000000953645,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784017946800,14/07/2026 08:32:26,1784017946800,1,14/07/2026 09:32:26,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,5240.499999952313,5233.699999999997,5240.499999952313,5240.499999952313,5233.699999999997,5240.499999952313,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784017946801,14/07/2026 08:32:26,1784017946801,1,14/07/2026 09:32:26,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Laptop,,4150.199999999997,5233.699999999997,5241.900000047681,4150.199999999997,5233.699999999997,5241.900000047681,1,1091.7000000476837,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784017950781,14/07/2026 08:32:30,1784017950781,1,14/07/2026 09:32:30,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,3983.5,3966.9000000000015,3983.5,3983.5,3966.9000000000015,3983.5,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
16,1784017950793,14/07/2026 08:32:30,1784017950793,1,14/07/2026 09:32:30,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Computer/Laptop speakers,,2950.0999999999985,3966.9000000000015,3983.5,2950.0999999999985,3966.9000000000015,3983.5,1,1033.4000000000015,0,,Multiple choice,Multiple choice,2,object-57,Questions
17,1784017954590,14/07/2026 08:32:34,1784017954590,1,14/07/2026 09:32:34,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,3830.199999904631,3817.2999999999956,3830.199999904631,3830.199999904631,3817.2999999999956,3830.199999904631,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
18,1784017954591,14/07/2026 08:32:34,1784017954591,1,14/07/2026 09:32:34,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Trackpad,,2600.4000000000015,3817.2999999999956,3831.5999999999985,2600.4000000000015,3817.2999999999956,3831.5999999999985,1,1231.199999999997,0,,Multiple choice,Multiple choice,2,object-37,Questions
19,1784017959741,14/07/2026 08:32:39,1784017959741,1,14/07/2026 09:32:39,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,5164.099999952319,5150.199999999997,5164.099999952319,5164.099999952319,5150.199999999997,5164.099999952319,1,0,0,,Audio Clip,Audio,2,object-41,Volume
20,1784017966206,14/07/2026 08:32:46,1784017966206,1,14/07/2026 09:32:46,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio paused,,11628.899999904635,11617.5,11628.899999904635,11628.899999904635,11617.5,11628.899999904635,1,0,0,,Audio Clip,Audio,2,object-41,Volume
21,1784017967819,14/07/2026 08:32:47,1784017967819,1,14/07/2026 09:32:47,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,13242.09999995232,13234.199999999997,13242.09999995232,13242.09999995232,13234.199999999997,13242.09999995232,1,0,0,,Audio Clip,Audio,3,object-43,Volume
22,1784017968965,14/07/2026 08:32:48,1784017968965,1,14/07/2026 09:32:48,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio paused,,14387.899999904635,14383.900000000009,14387.899999904635,14387.899999904635,14383.900000000009,14387.899999904635,1,0,0,,Audio Clip,Audio,3,object-43,Volume
23,1784017969861,14/07/2026 08:32:49,1784017969861,1,14/07/2026 09:32:49,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,15284,15267.300000000003,15284,15284,15267.300000000003,15284,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
24,1784017969864,14/07/2026 08:32:49,1784017969864,1,14/07/2026 09:32:49,274266,20,task-fw7d,,57185426,BLINDED,16347773,,complete,,6a55f3bb9348be83d3e2ffb7,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1366x768,1821x798,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,,,,,,,info,END,,,,64420,,,,,,,,,,,,
1,1784018402710,14/07/2026 08:40:02,1784018402710,9.5,14/07/2026 17:40:02,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784018428285,14/07/2026 08:40:28,1784018428285,9.5,14/07/2026 17:40:28,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784018428295,14/07/2026 08:40:28,1784018428295,9.5,14/07/2026 17:40:28,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784018430117,14/07/2026 08:40:30,1784018430117,9.5,14/07/2026 17:40:30,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,1844.6000000476852,1833,1844.6000000476852,1844.6000000476852,1833,1844.6000000476852,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784018437085,14/07/2026 08:40:37,1784018437085,9.5,14/07/2026 17:40:37,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,6980.199999952318,6965.9000000000015,6980.199999952318,6980.199999952318,6965.9000000000015,6980.199999952318,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784018440549,14/07/2026 08:40:40,1784018440549,9.5,14/07/2026 17:40:40,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,44,,2266.399999999994,3466.100000000006,3478.2999999523163,2266.399999999994,3466.100000000006,3478.2999999523163,1,1211.899999952322,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
7,1784018443389,14/07/2026 08:40:43,1784018443389,9.5,14/07/2026 17:40:43,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2851.500000023836,2849.699999999997,2851.500000023836,2851.500000023836,2849.699999999997,2851.500000023836,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784018443390,14/07/2026 08:40:43,1784018443390,9.5,14/07/2026 17:40:43,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Male,,2016.5,2849.699999999997,2853.000000023836,2016.5,2849.699999999997,2853.000000023836,1,836.500000023836,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784018446887,14/07/2026 08:40:46,1784018446887,9.5,14/07/2026 17:40:46,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,3499.4999999999854,3482.899999999994,3499.4999999999854,3499.4999999999854,3482.899999999994,3499.4999999999854,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784018446889,14/07/2026 08:40:46,1784018446889,9.5,14/07/2026 17:40:46,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,2882.899999999994,3482.899999999994,3499.4999999999854,2882.899999999994,3482.899999999994,3499.4999999999854,1,616.5999999999913,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784018452973,14/07/2026 08:40:52,1784018452973,9.5,14/07/2026 17:40:52,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,6104.000000047687,6099.800000000003,6104.000000047687,6104.000000047687,6099.800000000003,6104.000000047687,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784018452981,14/07/2026 08:40:52,1784018452981,9.5,14/07/2026 17:40:52,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,5316.100000000006,6099.800000000003,6111.900000023845,5316.100000000006,6099.800000000003,6111.900000023845,1,795.800000023839,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784018457075,14/07/2026 08:40:57,1784018457075,9.5,14/07/2026 17:40:57,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,4106.5,4098.899999999994,4106.5,4106.5,4098.899999999994,4106.5,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784018457076,14/07/2026 08:40:57,1784018457076,9.5,14/07/2026 17:40:57,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Laptop,,2882.300000000003,4098.899999999994,4107,2882.300000000003,4098.899999999994,4107,1,1224.699999999997,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784018464547,14/07/2026 08:41:04,1784018464547,9.5,14/07/2026 17:41:04,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,7479.3000000476895,7465.700000000012,7479.3000000476895,7479.3000000476895,7465.700000000012,7479.3000000476895,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
16,1784018464551,14/07/2026 08:41:04,1784018464551,9.5,14/07/2026 17:41:04,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Headphones,,6232.5,7465.700000000012,7482.400000000023,6232.5,7465.700000000012,7482.400000000023,1,1249.9000000000233,0,,Multiple choice,Multiple choice,2,object-57,Questions
17,1784018469581,14/07/2026 08:41:09,1784018469581,9.5,14/07/2026 17:41:09,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,5047.299999976152,5032.599999999991,5047.299999976152,5047.299999976152,5032.599999999991,5047.299999976152,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
18,1784018469582,14/07/2026 08:41:09,1784018469582,9.5,14/07/2026 17:41:09,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Mouse,,4216.099999999991,5032.599999999991,5048.000000023836,4216.099999999991,5032.599999999991,5048.000000023836,1,831.9000000238448,0,,Multiple choice,Multiple choice,2,object-37,Questions
19,1784018541685,14/07/2026 08:42:21,1784018541685,9.5,14/07/2026 17:42:21,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,72118.40000002384,72107.50000000001,72118.40000002384,72118.40000002384,72107.50000000001,72118.40000002384,1,0,0,,Audio Clip,Audio,2,object-41,Volume
20,1784018544787,14/07/2026 08:42:24,1784018544787,9.5,14/07/2026 17:42:24,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,75221.19999997616,75207.00000000001,75221.19999997616,75221.19999997616,75207.00000000001,75221.19999997616,1,0,0,,Audio Clip,Audio,3,object-43,Volume
21,1784018546928,14/07/2026 08:42:26,1784018546928,9.5,14/07/2026 17:42:26,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,77361.50000004769,77356.90000000001,77361.50000004769,77361.50000004769,77356.90000000001,77361.50000004769,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
22,1784018546934,14/07/2026 08:42:26,1784018546934,9.5,14/07/2026 17:42:26,274266,20,task-fw7d,,57185731,BLINDED,16347833,,complete,,6a55f53d0dd92b12ae9af836,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire,7,EADBC,Non-contingent,Spreadsheet1,,,,,,,info,END,,,,118582,,,,,,,,,,,,
1,1784018719029,14/07/2026 08:45:19,1784018719029,-4,14/07/2026 04:45:19,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784018729240,14/07/2026 08:45:29,1784018729240,-4,14/07/2026 04:45:29,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784018729246,14/07/2026 08:45:29,1784018729246,-4,14/07/2026 04:45:29,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784018746885,14/07/2026 08:45:46,1784018746885,-4,14/07/2026 04:45:46,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,17646.70000002384,17632.5,17646.70000002384,17646.70000002384,17632.5,17646.70000002384,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784018750361,14/07/2026 08:45:50,1784018750361,-4,14/07/2026 04:45:50,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,3491.400000071524,3483.199999999997,3491.400000071524,3491.400000071524,3483.199999999997,3491.400000071524,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784018753951,14/07/2026 08:45:53,1784018753951,-4,14/07/2026 04:45:53,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,43,,2450.5999999999985,3584,3598.200000071527,2450.5999999999985,3584,3598.200000071527,1,1147.6000000715285,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
7,1784018756033,14/07/2026 08:45:56,1784018756033,-4,14/07/2026 04:45:56,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2096.100000047685,2083.2000000000044,2096.100000047685,2096.100000047685,2083.2000000000044,2096.100000047685,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784018756034,14/07/2026 08:45:56,1784018756034,-4,14/07/2026 04:45:56,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Female,,1266.5999999999985,2083.2000000000044,2097.300000095369,1266.5999999999985,2083.2000000000044,2097.300000095369,1,830.7000000953703,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784018760616,14/07/2026 08:46:00,1784018760616,-4,14/07/2026 04:46:00,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,4595.699999999997,4583.199999999997,4595.699999999997,4595.699999999997,4583.199999999997,4595.699999999997,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784018760618,14/07/2026 08:46:00,1784018760618,-4,14/07/2026 04:46:00,274266,20,task-fw7d,,57186039,BLINDED,16347906,,complete,,6a55f6a87c9f57c4d81ce0db,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1920x1080,1920x953,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,2999.899999999994,4583.199999999997,4597.800000023839,2999.899999999994,4583.199999999997,4597.800000023839,1,1597.9000000238448,0,,Multiple choice,Multiple choice,2,object-67,Questions
